IATA_Code,Airport,City
HIL,Shillavo,
HIM,Hingurakgoda,Polonnaruwa
HIN,Sacheon Airport,Chinju
HIO,Portland,Hillsboro
HIP,Headingly,
HIR,Honiara International Airport,
HIS,Hayman Island,
HIT,Haivaro,
HIW,Hiroshima West,Hiroshima-shi
HJB,Hejing Bayinbuluke Airport,
HJJ,Zhijiang Airport,Zhijiang
HJR,Khajuraho Airport,Khajuraho
HJT,Khujirt,
HKA,Blytheville Municipal Airport,Blytheville
HKB,Healy Lake,
HKD,Hakodate Airport,Hakodate
HKG,Hong Kong International Airport,Tuen Mun
HKK,Hokitika Airport,
HKN,Hoskins Airport,
HKR,Mara North Airstrip,Keroka
HKS,Hawkins Field,Jackson
HKT,Phuket International Airport,
HKV,Haskovo,Haskovo
HKY,Hickory,Longview
HLA,Lanseria International Airport,Diepsloot
HLB,Hillenbrand,Batesville
HLC,Hill City,Hill City
HLD,Hulunbuir Hailar Airport,Fendou
HLE,Saint Helena Airport,Jamestown
HLF,Hultsfred - Vimmerby,Hultsfred
HLG,Ohio County,Tiltonsville
HLH,Ulanhot Airport,Heping
HLI,Hollister,Hollister
HLJ,Beidahuang General Airport,Zhaodong
HLL,Hillside,
HLM,Park Township,Holland
HLN,Helena Regional Airport,Helena
HLP,Halim Perdanakusuma Airport,Jakarta
HLR,Fort Hood AAF,Killeen
HLS,St Helens,St Helens
HLT,Hamilton,Hamilton
HLU,Houailou,Canala
HLV,Helenvale,
HLW,Hluhluwe,
HLY,Anglesey Airport,Holyhead
HLZ,Hamilton International Airport,Hamilton
HMA,Khanty-Mansiysk Airport,Khanty-Mansiysk
HMB,Mubarak International Airport,Al Manshah
HME,Oued Irara Airport,Hassi Messaoud
HMG,Hermannsburg,
HMI,Hami Airport,Hami
HMJ,Khmelnitskiy,Khmel'nyts'kyy
HMN,Holloman AFB,Alamogordo
HMO,Gen Pesqueira Garcia Airport,Hermosillo
HMR,Hamar Airport,Hamar
HMS,Homeshore,
HMT,Ryan Field,Green Acres
HMV,Hemavan Airport,
HMY,Seosan Airport,Suisan
HNA,Hanamaki Airport,Hanamaki
HNB,Municipal,Huntingburg
HNC,Hatteras,Buxton
HND,Haneda Airport,Kawasaki
HNE,Tahneta Pass,
HNG,Hienghene,Hienghene
HNH,Hoonah Airport,
HNI,Heiweni,Enewetak
HNL,Honolulu International Airport,Hickam Field
HNM,Hana Airport,Hana
HNN,Honinabi,
HNS,Haines Municipal Airport,
HNX,Hanna,
HNY,Hengyang Nanyue Airport,Hengyang
HOA,Hola,Hola
HOB,Lea County Airport,Hobbs
HOC,Komako,
HOD,Hodeidah Airport,Al Hudaydah
HOE,Houeisay,
HOF,Al-Ahsa Airport,Al Hufuf
HOG,Frank Pais Airport,Cacocum
HOH,Hohenems-Dornbirn,
HOI,Hao Island,
HOK,Hooker Creek,
HOL,Holikachu,
HOM,Homer Airport,
HON,Howes,Huron
HOO,Nhon Co,Gia Nghia
HOP,Campbell AAF,Hopkinsville
HOQ,Hof,Konradsreuth
HOR,Horta Airport,Ribeira Grande
HOS,Oscar Reguera,Chos Malal
HOT,Memorial Field,Piney
HOU,William P. Hobby Airport,
HOV,Hovden Airport,Volda
HOW,Howard AFB,
HOX,Homalin Airport,Yairipok
HOY,Hoy Island,Stromness
HPA,Salote Pilolevu,Pangai
HPB,Hooper Bay Airport,
HPE,Hope Vale,
HPG,Shennongjia Hongping Airport,Hongping
HPH,Cat Bi International Airport,Haiphong
HPN,Westchester County Airport,Purchase
HPT,Municipal,Hampton
HPV,Princeville,Princeville
HPY,Baytown Airport,Baytown
HQL,Tashkurgan Airport,Taxkorgan Tajik
HQM,Bowerman,Hoquiam
HQQ,Anyang Hongqiqu Airport,
HRA,Mansehra,Mansehra
HRB,Harbin Taiping International Airport,
HRC,Zhairem,Qarazhal
HRE,Harare International Airport,Epworth
HRF,Hoarafushi Airport,Hoarafushi
HRG,Hurghada International Airport,Hurghada
HRH,Aligarh Airport,
HRI,Mattala Rajapaksa International Airport,
HRJ,Chaurjhari,Tulsipur
HRK,Kharkov Airport,Bezlyudivka
HRL,Valley International Airport,Harlingen
HRM,Tilrempt,Berriane
HRN,Heliport,Gladstone
HRO,Boone County Airport,Harrison
HRR,Herrera,
HRS,Harrismith Airport,Kriel
HRT,Linton-On-Ouse,Harrogate
HRY,Henbury,
HRZ,Horizontina,Horizontina
HSA,Hazret Sultan International Airport,Kentau
HSB,Raleigh,Harrisburg
HSC,Shaoguan,Xinshao
HSF,Suifenhe Dongning Airport,Suifenhe
HSG,Saga Airport,Okawa
HSH,Henderson Executive,Whitney
HSI,Hastings,Hastings
HSJ,Shangjie Airport,Gongyi
HSK,Huesca-Pirineos,Alcala del Obispo
HSL,Huslia Airport,
HSM,Horsham,
HSN,Putuoshan Airport,Dadong'ao
HSP,Ingalls Field,Warm Springs
HSR,Rajkot International Airport,
HSS,Hissar,Hisar
HST,AFB,Homestead
HSV,Huntsville International Airport,Madison
HSZ,Hsinchu,Hsinchu
HTA,Chita Airport,Domna
HTB,Terre-de-Bas,
HTG,Hatanga Airport,Khatanga
HTH,Hawthorne,Hawthorne
HTI,Hamilton Island Airport,
HTL,Roscommon County,Roscommon
HTM,Khatgal,Manhan
HTN,Hotan Airport,Nu'erbage
HTO,East Hampton,Bridgehampton
HTR,Hateruma,
HTS,Tri-State/Milton Airport,Ceredo
HTT,Huatugou Airport,Gasi
HTU,Hopetoun,
HTV,Huntsville,Huntsville
HTW,Lawrence County Airpark,
HTY,Hatay Airport,Serinyol
HTZ,Hato Corozal,Socota
HUA,Redstone AAF,Huntsville
HUB,Humbert River,
HUC,Humacao Airport,Bajandas
HUD,Humboldt,Humboldt
HUE,Humera Airport,
HUF,Hulman Field,Seelyville
HUG,Huehuetenango,Huehuetenango
HUH,Huahine Airport,Fare
HUI,Phu Bai International Airport,Phu Vang
HUJ,Hugo,Hugo
HUK,Hukuntsi,Hukuntsi
HUL,International,Houlton
HUM,Terrebonne,Presquille
HUN,Hualien Airport,Hualien City
HUO,Holingol Huolinhe Airport,Mositai
HUQ,Houn,Hun
HUS,Hughes Municipal Airport,
HUT,Hutchinson,Hutchinson
HUU,Huanuco Airport,Huanuco
HUV,Hudiksvall,Hudiksvall
HUW,Humaita,
HUX,Huatulco Airport,Sector H Tres
HUY,Humberside Airport,Croxton
HUZ,Huizhou Airport,Longfeng
HVA,Analalava,
HVB,Hervey Bay Airport,
HVD,Khovd Airport,Khovd
HVE,Intermediate,Ferron
HVG,Valan Airport,Honningsvag
HVK,Holmavik,
HVN,New Haven Airport,East Haven
HVR,Havre City County Airport,Havre
HVS,Municipal,North Hartsville
HWA,Hawabango,
HWD,Hayward Executive Airport,Hayward
HWI,SPB,
HWK,Wilpena Pound,
HWN,Hwange Nat Park,Sua
HWO,North Perry,Hollywood
HXD,Delingha Airport,Keluke
HXX,Hay,Hay
HYA,Barnstable Municipal Airport,Hyannis
HYC,High Wycombe,High Wycombe
HYD,Rajiv Gandhi International Airport,Balapur
HYF,Hayfields,
HYG,Hydaburg Sea Plane Base,
HYL,SPB,
HYN,Luqiao Airport,Hengjie
HYR,Municipal,Hayward
HYS,Hays Municipal Airport,Hays
HYV,Hyvinkaa,Hyvinge
HZA,Establecimiento El Araza Airport,General Guido
HZB,Merville/Calonne,Merville
HZG,Hanzhong Airport,Xiangshui
HZH,Liping Airport,Longlisuo
HZK,Husavik,
HZL,Hazleton,Harleigh
HZP,Horizon,
HZU,Chengdu Huaizhou Airport,Majialin Village
HZV,Hazyview,
IAA,Igarka Airport,Igarka
IAB,Mcconnell AFB,
IAD,Washington Dulles International Airport,Floris
IAG,Niagara Falls International Airport,Sanborn
IAH,George Bush Intercontinental Airport,Houston
IAL,Aeroporto Municipal de Salinas,
IAM,In Amenas Airport,
IAN,Bob Baker Memorial Airport,
IAO,Sayak (Siargao),Libas
IAQ,Bahregan,Bandar-e Bushehr
IAR,Tunoshna Airport,Yaroslavl
IAS,Iasi Airport,Iasi
IAU,Iaura,
IAX,Miangas Airport,
IBA,Ibadan Airport,Ibadan
IBB,General Villamil,Puerto Villamil
IBE,Ibague Airport,Ibague
IBI,Iboki,
IBL,Indigo Bay Lodge,Beira
IBM,Iron Bridge Mine Airport,Marble Bar
IBO,Ibo,
IBP,Iberia,Iberia
IBR,Ibaraki Airport,Okunoya
IBZ,Ibiza Airport,Ibiza
ICA,Icabaru,
ICC,Andrés Miguel Salazar Marcano Airport,Punta de Piedras
ICI,Cicia,
ICK,Nieuw Nickerie,Nieuw Nickerie
ICL,Municipal,Clarinda
ICN,Incheon International Airport,
ICO,Sicogon Island,San Fernando
ICR,Nicaro,Gibara
ICS,Cascade,Cascade
ICT,Wichita Dwight D. Eisenhower National Airport,Wichita
ICY,Icy Bay,
IDA,Idaho Falls Regional Airport,Idaho Falls
IDB,Idre,
IDC,Ila Da Chilonzuene,Villasila de Valdavia
IDF,Idiofa,
IDG,Municipal,Ida Grove
IDH,Idaho County,Grangeville
IDI,ndiana County Airport (Jimmy Stewart Field),Indiana
IDK,Indulkana,
IDN,Indagen,
IDO,Rio,
IDP,Independence,Independence
IDR,Devi Ahilya Bai Holkar Airport,Indore
IDY,Ile d'Yeu,Notre-Dame-de-Monts
IEG,Zielona Gora-Babimost Airport,Zielona Gora
IEJ,Iejima,
IES,Riesa,
IEV,Kyiv International Airport,Chabany
IFA,Iowa Falls,Iowa Falls
IFF,Iffley,
IFH,Hesa,Shahin Shahr
IFJ,Isafjordur Airport,
IFL,Innisfail,Innisfail
IFN,Isfahan International Airport,Dowlatabad
IFO,Ivano-Frankovsk Airport,Cherniyiv
IFP,Laughlin Bullhead International Airport,Laughlin
IFU,Ifuru Airport,Ugoofaaru
IGA,Inagua Airport,Matthew Town
IGB,Ingeniero Jacobacci,Ingeniero Jacobacci
IGD,Igdir,Getashen
IGE,Iguela,
IGG,Igiugig Airport,
IGH,Ingham,
IGL,Cigli AB,Gaziemir
IGM,Kingman,New Kingman-Butler
IGN,Maria Cristina,Mamungan
IGO,Chigorodo,Chigorodo
IGR,Cataratas del Iguazu International Airport,
IGS,Ingolstadt-manching,Manching
IGT,Magas Airport,Troitskaya
IGU,Cataratas International Airport,Puerto Iguazu
IHA,Niihama,Niihama
IHC,Inhaca,
IHN,Qishn,Ad Dis ash Sharqiyah
IHO,Ihosy,Ihosy
IHR,Iran Shahr,Iranshahr
IHU,Ihu,
IIA,Inishmaan,
IIL,Ilaam Airport,Ilam
IIN,Nishinoomote,
IIS,Nissan Island,
IJK,Izhevsk Airport,Khokhryaki
IJU,J. Batista Bos Filho Airport,Ijui
IJX,Municipal,Jacksonville
IKA,Imam Khomeini International Airport,Robat Karim
IKB,Wilkes County,North Wilkesboro
IKE,Tiksi Airport,
IKI,Iki Airport,Karatsu
IKK,Greater Kankakee,Channahon
IKL,Ikela,
IKO,Nikolski AFS,
IKP,Inkerman,
IKS,Tiksi Airport,Tiksi
IKT,Irkutsk International Airport,Dzerzhinsk
IKU,Issyk-Kul International Airport,Cholpon-Ata
ILA,Illaga,
ILB,Ilha Solteira,Ilha Solteira
ILD,Lleida-Alguaire Airport,Alguaire
ILE,Municipal,Harker Heights
ILF,Ilford,
ILG,Greater Wilmington,Wilmington Manor
ILH,Illis Airbase,Illesheim
ILI,Iliamna Airport,
ILK,Ilaka,Ambositra
ILL,Willmar,Willmar
ILM,Wilmington International Airport,Wrightsboro
ILN,Clinton Field,Wilmington
ILO,Mandurriao Airport,Pakiad
ILP,Ile Des Pins Airport,Vao
ILQ,Ilo,Ilo
ILR,Ilorin International Airport,Ilorin
ILS,Ilopango International Airport,Ilopango
ILU,Kilaguni,Mtito Andei
ILX,Ileg,
ILY,Glenegedale Airport,Isle of Islay
ILZ,Zilina,Zilina
IMA,Iamalele Airport,
IMB,Imbaimadai,
IMD,Imonda,
IMF,Imphal Municipal Airport,Imphal
IMG,Inhaminga,Dondo
IMI,Ine Island,
IMK,Simikot,Burang
IML,Imperial,Imperial
IMM,Immokalee,Immokalee
IMN,Imane,
IMO,Zemio,Zemio
IMP,Imperatriz Airport,Imperatriz
IMQ,Maku International Airport,Showt
IMT,Ford Airport,Kingsford
INA,Inta Airport,Inta
INB,Independence,
INC,Yinchuan Hedong International Airport,Yanghe
IND,Indianapolis International Airport,Speedway
INE,Chinde,
INF,Newark Liberty International,
ING,Lago Argentino,El Calafate
INH,Inhambane Airport,Inhambane
INI,Nis Constantine the Great Airport,Nis
INJ,Injune,
INK,Wink,Kermit
INL,Falls International Airport,Fort Frances
INM,Innamincka,
INN,Innsbruck Airport,Vols
INO,Inongo,
INQ,Inisheer,Bearna
INS,Af Aux,
INT,Smith-Reynolds Airport,Winston-Salem
INU,Nauru International,Arijejen
INV,Inverness Airport,Fortrose
INW,Winslow-Lindbergh,Winslow
INX,Inanwatan,Inanwatan
INY,Inyati,
INZ,In Salah Airport,I-n-Salah
IOA,Ioannina Airport,Eksochi
IOK,Iokea,
IOM,Isle of Man Airport,Castletown
ION,Impfondo,Impfondo
IOP,Ioma,
IOR,Kilronan,Clifden
IOS,Ilheus/Bahia-Jorge Amado Airport,Ilheus
IOU,Ile Ouen,Mont-Dore
IOW,Iowa City,Iowa City
IPA,Ipota,
IPC,Mataveri International Airport,Ostrov Paskhi
IPE,Ipil,Ipil
IPG,Ipiranga,Fonte Boa
IPH,Ipoh Airport,Ipoh
IPI,San Luis Airport,Carlosama
IPL,Imperial County Airport,
IPN,Usiminas Airport,Ipatinga
IPT,Lycoming County Airport,Montoursville
IPU,Ipiau,Ipiau
IPW,Ipswich,Ipswich
IPZ,San Isidro de El General Airport,San Isidro
IQA,Al Asad Air Base,
IQM,Qiemo Airport,
IQN,Qingyang Airport,Nanjie
IQQ,Diego Aracena International Airport,Iquique
IQT,C.F. Secada Vignetta International Airport,Iquitos
IRA,Kirakira Airport,
IRB,Municipal,Iraan
IRC,Circle City,Deltana
IRD,Ishurdi,Ishurdi
IRE,Irece,Irece
IRG,Lockhart River,
IRI,Nduli Airport,Iringa
IRJ,La Rioja Airport,La Rioja
IRK,Kirksville Municipal Airport,La Plata
IRM,Igrim,Igrim
IRN,Iriona,Punta Piedra
IRO,Birao,Birao
IRP,Matari,Isiro
IRS,Kirsch Municipal,Sturgis
IRU,Iranamadu SPB,Kawagoe
IRZ,Tapuruquara,Santa Isabel do Rio Negro
ISA,Mount Isa Airport,
ISB,Islamabad International Airport,Rawalpindi
ISC,St Marys,St Mary's
ISD,Iscuande,Iscuande
ISE,Isparta Suleyman Demirel Airport,Keciborlu
ISG,Painushima Ishigaki Airport,Ishigaki
ISH,Ischia Airport,Ischia
ISI,Isisford,
ISJ,Isla Mujeres,Isla Mujeres
ISK,Gandhinagar Airport,Deolali
ISL,Istanbul Ataturk Airport,
ISM,Kissimmee Gateway,Belle Isle
ISN,Sloulin Field International Airport,
ISO,Stallings Field,Kinston
ISP,Long Island MacArthur Airport,Bohemia
ISQ,Schoolcraft County,Manistique
ISS,Wiscasset,Wiscasset
IST,Istanbul New Airport,Bahcelievler
ISU,Sulaimaniyah International Airport,As Sulaymaniyah
ISW,Alexander Field,Port Edwards
ITA,Itacoatiara,Itacoatiara
ITB,Itaituba,Itaituba
ITE,Itubera,Itubera
ITH,Ithaca Tompkins Regional Airport,Lansing
ITI,Itambacuri,
ITK,Itokama,
ITM,Itami Airport,Toyonaka
ITN,Itabuna,Itabuna
ITO,Hilo International Airport,Hilo
ITP,Itaperuna,Itaperuna
ITQ,Itaqui,Itaqui
ITR,Hidroeletrica,Itumbiara
ITU,Iturup,Kuril'sk
IUE,Hanan Airport,Alofi
IUL,Ilu,
IUM,Summit Lake,
IUP,Lorenzo Airport,Apui
IUS,Inus,
IVA,Ambanja,Ambanja
IVC,Invercargill Airport,Invercargill
IVG,Ivangrad,Berane
IVI,Viveros Island Airport,
IVL,Ivalo Airport,Ivalo
IVO,Chivolo,Santa Ana
IVR,Inverell,Gilgai
IVW,Inverway,
IWA,Ivanovo Yuzhny Airport,Ivanovo
IWD,Gogebic County Airport,Ironwood
IWJ,Hagi-Iwami Airport,Masuda
IWK,Iwakuni Kintaikyo Airport,Iwakuni
IWO,Iwo Jima Airbase,
IWS,West Houston,Oak Cliff Place
IXA,Agartala Airport,Agartala
IXB,Bagdogra Airport,Baghdogra
IXC,Chandigarh Airport,Chandigarh
IXD,Bamrauli Airport,Allahabad
IXE,Mangalore Airport,Mangalore
IXG,Belgaum Airport,Belgaum
IXH,Kailashahar,
IXI,Lilabari Airport,North Lakhimpur
IXJ,Satwari Airport,Jammu
IXK,Keshod,Keshod
IXL,Leh Airport,Leh
IXM,Madurai Airport,Tirupparangunram
IXN,Khowai,Khowai
IXP,Pathankot,Pathankot
IXQ,Kamalpur,Kamalpur
IXR,Birsa Munda Airport,Ranchi
IXS,Kumbhirgram Airport,Lakhipur
IXT,Pasighat,Pasighat
IXU,Chikkalthana Airport,Aurangabad
IXV,Along,Along
IXW,Sonari,Jamshedpur
IXX,Bidar Air Force Station,Bidar
IXY,Kandla,Gandhidham
IXZ,Port Blair Airport,Port Blair
IYK,Kern County,Inyokern
IZA,Zona da Mata Regional Airport,Rio Novo
IZE,Itzehoe/Hungriger Wolf Airport,Peissen
IZO,Izumo Airport,Hiratacho
IZT,Ixtepec,San Jeronimo Ixtepec
JAA,Jalalabad,Jalalabad
JAB,Jabiru,
JAC,Jackson Hole Airport,Jackson
JAD,Jandakot,Willetton
JAE,Shumba Airport,
JAF,Kankesanturai,Valvedditturai
JAG,Jacobabad,Jacobabad
JAI,Jaipur Airport,Jaipur
JAJ,Perimeter Mall,Hapeville
JAK,Jacmel Regional Airport,Jacmel
JAL,Jalapa,Dos Rios
JAM,Jambol,Yambol
JAN,Jackson-Evers International Airport,Flowood
JAO,Beaver Ruin,College Park
JAP,Punta Renes,Puntarenas
JAQ,Jacquinot Bay,
JAR,Jahrom,Jahrom
JAS,County,Jasper
JAT,Jabot,
JAU,Jauja Airport,Masma Chicche
JAV,Ilulissat Airport,
JAW,Aeroporto de Araripina,
JAX,Jacksonville International Airport,Nassau Village-Ratliff
JBB,Notohadinegoro Airport,Renes
JBC,Boston City Heliport,South Boston
JBK,Berkeley,Albany
JBQ,La Isabela International Airport,Santo Domingo
JBR,Jonesboro Airport,Jonesboro
JBS,Hacienda Bus.Park Heliport,Dublin
JBT,City Landing,
JCB,Joacaba,Joacaba
JCC,China Basin Heliport,San Francisco
JCD,Downtown Heliport,
JCE,Convention Center Heliport,Oakland
JCH,Qasigiannguit,
JCI,New Century Aircenter Airport,Gardner
JCJ,Chuja Heliport,
JCK,Julia Creek,
JCL,České Budějovice Airport,
JCM,Jacobina,Jacobina
JCN,Incheon Heliport,Incheon
JCO,Heliport,Qala
JCR,Jacareacanga,
JCS,Aeroporto De Crateus Airport,Crateus
JCT,Kimble County,Junction
JCU,Ceuta Heliport,Ceuta
JCY,Johnson,Johnson City
JDA,John Day,John Day
JDB,Downtown Heliport,Fort Worth
JDE,Jiande Qiandaohu Airport,Jiande
JDF,Francisco De Assis,Juiz de Fora
JDG,Jeongseok,Seogwipo
JDH,Jodhpur Airport,Jodhpur
JDM,Miami Downtown Heliport,Coral Gables
JDN,Jordan,Jordan
JDO,Orlando Bezerra de Menezes Airport,Juazeiro do Norte
JDP,Heliport De Paris,Issy-les-Moulineaux
JDR,Sao Joao Del Rei,Tiradentes
JDT,Downtown Heliport,Minneapolis
JDY,Heliport,Downey
JDZ,Jingdezhen Airport,Hongyuan
JED,King Abdulaziz International Airport,Jeddah
JEE,Jeremie,Jeremie
JEF,Memorial,Jefferson City
JEG,Aasiaat Airport,
JEJ,Jeh,
JEK,Jeki Airport,Luangwa
JEM,Heliport,Emeryville
JEQ,Jequie,Jequie
JER,Jersey Airport,Saint Helier
JFK,John F. Kennedy International Airport,Inwood
JFM,Heliport,North Fremantle
JFN,Ashtabula,Jefferson
JFR,Paamiut Airport,
JGA,Govardhanpur Airport,Bedi
JGB,Jagdalpur,Jagdalpur
JGD,Jiagedaqi Airport,Jagdaqi
JGE,Heliport,Sinhyeon
JGL,Galleria Heliport,Vinings
JGN,Jiayuguan Airport,Jiayuguan
JGO,Qeqertarsuaq,
JGQ,Transco Twr Galleria,Hunters Creek Village
JGR,Heliport,
JGS,Ji'An/Jing Gang Shan Airport,Denglong
JGX,Heliport,North Glendale
JHB,Senai Airport,Taman Senai
JHC,Island Heliport,North Arlington
JHE,Heliport,
JHF,São Paulo Catarina Executive Airport,São Roque
JHG,Xishuangbanna Gasa Airport,Jinghong
JHL,Albian,
JHM,Kapalua Airport,Napili-Honokowai
JHS,Sisimiut Airport,
JHW,Jamestown Airport,Celoron
JHY,Hyatt Regency Heliport,Cambridge
JIA,Juina,
JIB,Djibouti-Ambouli International Airport,Djibouti
JIC,Jinchuan Airport,Jinchang
JID,City Of Industry Heliport,Hacienda Heights
JIJ,Jigiga Airport,Jijiga
JIK,Ikaria Airport,Agios Kirykos
JIL,Jilin,Jilin
JIM,Jimma Airport,Jima
JIN,Jinja,Jinja
JIO,International Heliport,Ontario
JIP,Jipijapa,Montecristi
JIQ,Qianjiang Wulingshan Airport,Zhoubai
JIR,Jiri,
JIU,Jiujiang,
JIW,Jiwani,Jiwani
JJA,Jajao,
JJD,Jericoacoara,Cruz
JJG,Jaguaruna Regional Airport,Jaguaruna
JJI,Juanjui,Juanjui
JJM,Mulika Lodge Airport,Maua
JJN,Quanzhou Jinjiang International Airport,Jinjiang
JJU,Heliport,Qaqortoq
JKG,Axamo Airport,Taberg
JKH,Chios Airport,Chios
JKL,Kalymnos Island National Airport,Kalymnos
JKR,Janakpur Airport,Janakpur
JKV,Cherokee County,Jacksonville
JLA,Quartz Creek,
JLB,Long Beach Heliport,Long Beach
JLD,Heliport,Helsingborg
JLG,Jalgaon Airport,
JLH,US Army Heliport,Arlington Heights
JLN,Joplin Airport,Webb City
JLR,Jabalpur Airport,Ghansor
JLS,Jales,Jales
JLX,Union Station Heliport,Burbank
JMA,Marriot Astrodome,Aldine
JMB,Jamba,Caconda
JMC,Marin County,Marin City
JMD,Market Centre Heliport,
JMH,Marriott Heliport,Schaumburg
JMJ,Lancang Jingmai Airport,Menglang
JMK,Mikonos Airport,Mykonos
JMM,Malmo Harbour Heliport,
JMN,Municipal Heliport,Mankato
JMO,Jomsom,Jomsom
JMR,Maricá Airport,
JMS,Jamestown Airport,Jamestown
JMU,Jiamusi Airport,Songjiang
JMY,Mammy Yoko Heliport,Freetown
JNA,Januaria,Januaria
JNB,O.R. Tambo International Airport,Modderfontein
JNG,Jining Airport,Jining
JNH,North Park Inn Heliport,Blue Mound
JNI,Junin,Junin
JNJ,Jaaluni,
JNN,Nanortalik,
JNP,Heliport,Newport Beach
JNS,Heliport,
JNU,Juneau International Airport,Juneau
JNX,Naxos Airport,Naxos
JNZ,Liaoning Province Airport,Wanghu
JOC,Centerport Heliport,
JOE,Joensuu Airport,Joensuu
JOG,Adisutjipto International Airport,Depok
JOH,Port Saint Johns,Port Saint John's
JOI,Joinville-Lauro Carneiro de Loyola Airport,Joinville
JOJ,Doris Lake Aerodrome,Doris Lake
JOK,Yoshkar-Ola Airport,Yoshkar-Ola
JOL,Jolo,Jolo
JOM,Njombe,Njombe
JON,Johnston Island,
JOP,Josephstaal,
JOR,The City Heliport,Orange
JOS,Jos Airport,Jos
JOT,Municipal,Joliet
JPA,Presidente Castro Pinto International Airport,Bayeux
JPD,Heliport,Pasadena
JPE,Nagib Demachki Airport,Paragominas
JPN,Pentagon Army,Groveton
JPO,Brigadeiro Firmino Ayres Airport,Patos
JPR,Ji-Parana Airport,Ji Parana
JPT,Park Ten Heliport,Katy
JPU,La Defense Heliport,
JPY,Paraty Airport,Paraty
JQA,Qaarsut Airport,
JQE,Jaque Airport,Jaque
JRA,West 30th St Heliport,
JRC,Municipalcipal Heliport,Rochester
JRE,East 60th Street Heliport,
JRF,Kalaeloa,
JRG,Jharsuguda Airport,Jharsuguda
JRH,Rowriah Airport,Jorhat
JRJ,Ganzhou Ruijin Airport,
JRK,Arsuk,Paamiut
JRN,Juruena,
JRO,Kilimanjaro International Airport,Merelani
JRS,Atarot,Qalandiya
JRT,Juruti Airport,Juruti
JSA,Jaisalmer,Jaisalmer
JSB,Walfrido Salmito de Almeida Airport,São Benedito
JSD,Sikorsky Heliport,Stratford
JSG,San Rafael Heliport,San Rafael
JSH,Sitia Airport,Siteia
JSI,Skiathos Airport,Skiathos
JSJ,Jiansanjiang Shidi Airport,Fujin
JSK,Jask Airport,Jask
JSL,Steel Pier Heliport,Ventnor City
JSM,Jose De San Martin,Jose de San Martin
JSO,Sodertalje Heliport,
JSP,Seogwipo Heliport,Jeju-si
JSR,Jessore Airport,Jessore
JST,Cambria County Airport,Geistown
JSU,Heliport,Maniitsoq
JSY,Syros Island Airport,Ermoupolis
JTA,Pedro Teixeira Castelo Airport,Tauá
JTC,Bauru-Arealva Airport,Bauru
JTI,Jatai,Jatai
JTN,Antônio Ribeiro Nogueira Jr. State Airport,Itanhaém
JTO,Heliport,Thousand Oaks
JTR,Santorini International Airport,Mesaria
JTY,Astypalaia Airport,Astypalaia
JUA,Juara,
JUB,Juba International Airport,Juba
JUC,Universal City Heliport,Silver Lake
JUH,Chizhou Jiuhuashan Airport,Borivli
JUI,Juist,Juist
JUJ,El Cadillal Airport,La Mendieta
JUL,Juliaca Airport,Juliaca
JUM,Jumla,Jumla
JUN,Jundah,
JUO,Jurado,Jurado
JUP,Cable Heliport,Upland
JUR,Jurien Bay,Jurien Bay
JUT,Juticalpa,La Concepcion
JUV,Heliport,
JUZ,Quzhou Airport,Quzhou
JVA,Ankavandra,
JVI,Central Jersey Regional Airport,
JVL,Rock County,Janesville
JWA,Jwaneng,Letlhakeng
JWH,Westchase Hilton Heliport,
JWL,Woodlawns,The Woodlands
JWN,Zanjan,Zanjan
JWO,Jungwon Air Base,Koesan
JXA,Jixi Airport,Hongjunlu
JXN,Reynolds Municipal,Jackson
JYR,Jiroft,Jiroft
JYV,Jyvaskyla Airport,Jyvaeskylae
JZH,Jiuzhai Huanglong Airport,Jin'an
KAA,Kasama Airport,Kasama
KAB,Kariba,Kariba
KAC,Kameshly Airport,Al Qamishli
KAD,Kaduna Airport,Kaduna
KAE,SPB,
KAF,Karato,
KAG,Gangneung,
KAH,City Heliport,
KAI,Kaieteur,
KAJ,Kajaani Airport,Kajaani
KAK,Kar,
KAL,Kaltag Airport,
KAM,Kamaran Island,As Salif
KAN,Mallam Aminu Kano International Airport,Kano
KAO,Kuusamo Airport,Kuusamo
KAP,Kapanga,
KAQ,Kamulai,
KAR,Kamarang,
KAS,Karasburg,Karasburg
KAT,Kaitaia,Kaitaia
KAU,Kauhava,Kauhava
KAV,Kavanayen,
KAW,Kawthaung Airport,
KAX,Kalbarri,Kalbarri
KAY,Wakaya Island,
KAZ,Kau,Subaim
KBA,Kabala,Kamakwie
KBB,Kirkimbie,
KBC,Birch Creek,
KBD,Kimberley Downs,
KBE,Hot Springs SPB,
KBF,Karubaga,
KBG,Kabalega Falls,
KBH,Kalat,Kalat
KBI,Kribi,Kribi
KBJ,Kings Canyon,
KBK,Klag Bay,
KBL,Kabul International Airport,Kabul
KBM,Kabwum,
KBN,Kabinda,Kabinda
KBO,Kabalo,
KBP,Boryspil International Airport,Boryspil'
KBQ,Kasungu,
KBR,Sultan Ismail Petra Airport,Kota Bharu
KBS,Bo,Bo
KBT,Kaben,
KBU,Gusti Syamsir Alam Airport,Sungaibali
KBV,Krabi Airport,Nuea Khlong
KBW,Chignik Bay,
KBX,Kambuaya,Ayamaru
KBY,Streaky Bay,
KBZ,Kaikoura,Kaikoura
KCA,Kuqa Airport,Luntai
KCB,Tepoe Airstrip,
KCC,Coffman Cove SPB,
KCD,Kamur,
